nama_tempat,review
Bakso Sayur UB Cab.Sukun,"Mbaknya kurang teliti ngitung kembalian untung ak hitung ulang,bagi yg pertama kali kesini mungkin agak bingung milih menu baksonya karena gak ada tandanya bakso telor,keju & urat, kasirnya aja ditanyain juga bingung 😄 milihnya pake insting aja. parkiran mobil terbatas banget"
Bakso Sayur UB Cab.Sukun,"Enak bangett deket rumahku di klayatan, tempatnya luas dan adem banget ada kipas angin. Menunya lengkap. Worth to buy. Wajib kesini ya warga sukun dan sekitarnya 😍"
Bakso Sayur UB Cab.Sukun,"Mantap bangetttt
Gaperlu jauh2 lagi kalo mau bakso sayur"
Bakso Sayur UB Cab.Sukun,Tempatnya selalu rame karena murah dan enak rasanya
Bakso Sayur UB Cab.Sukun,"Tempatnya super bersih, dan beneran rasa baksonya daging bangett"
Bakso Sayur UB Cab.Sukun,"Kuahnya ngalduu enak bgt, suasananya juga nyaman gabegitu ramai 💯"
Bakso Sayur UB Cab.Sukun,"Mantaappp, enakk bangett baksonya. Rekomen sekali 👍👍👍👍"
Bakso Sayur UB Cab.Sukun,Gapernahh Bosann dan akhirnya buka di Sukun jadi gaperlu ke kota lagi hehe
Bakso Sayur UB Cab.Sukun,"ketolong pentolnya masih enak oke lah, lainnya masih zonk. kedua kalinya ke bakso ini yang pertama di suhat, yang di sukun lebih parah ya. udah laper nungguin sendok sampe kuah bakso dingin. ditanyain ke pegawainya sendok tapi gada awarenessnya sama sekali. meja bersih cuma lantainya kotor banget, trus tempat makannya tolong ditata ulang. kek makan di gudang rasanya"
Bakso Sayur UB Cab.Sukun,"Baksonya mantap, rasanya daging banget, prasmanan jadi bisa pilih sesuai keinginan"
Bakso Sayur UB Cab.Sukun,"bakso nya besar besar dan ndaging banget, free refil sayur sama koyor jugaa, best pokonya"
Bakso Sayur UB Cab.Sukun,enakkk kuah nya kalduuu pentol keju nyaa jos
Bakso Sayur UB Cab.Sukun,"Rasanya mantab, pentolnya enak banget"
Bakso Sayur UB Cab.Sukun,Baksonya enak dan murah. Makan sepuasnya.
Bakso Sayur UB Cab.Sukun,"Baksonya mantaps, harga terjangkau"
Bakso Sayur UB Cab.Sukun,"Akhirnya setelah sekian lama gak makan bakso sayur
Bukan Cabang lebih Deket
Rasanya tetep endulitaaa"
Bakso Sayur UB Cab.Sukun,"karena benar""enak makanan dan suasana yg mendukung dan juga ramah dalam melayani"
Bakso Sayur UB Cab.Sukun,Bakso e enak guys... Daging e krasaa mantulll
Bakso Sayur UB Cab.Sukun,"Bakso dengan full sayur, makin segar,"
Bakso Sayur UB Cab.Sukun,"baksonya enak,tempatnya juga luas dan dingin"
Bakso Sayur UB Cab.Sukun,"Pelayanan kurang memuaskan,katanya prasmanan baru mau lihat aja udah dibentak namanya jg anak kecil klo makan mesti harus dtanya dulu isinya apa aja eh...Mase malah sewot"
Bakso Sayur UB Cab.Sukun,"Kotor...
licin...
Toilet kotor..
Klo rame dan harus lgsg bayar susah! Bawa mangkok panas dikasir, antri2...
klo prasmanan... pastikan mangkok sendok garpu tercukupi...
Harusnya Ada pelayan bagian didepan, yg mau beli bingung pilih pentol isi yg apa...,"
Bakso Sayur UB Cab.Sukun,Enak dan murah recomended banget pokoknya 😎
Bakso Sayur UB Cab.Sukun,Alhamdulillah enak... Sesuai expektasi
Bakso Sayur UB Cab.Sukun,"Baksonya the best
Bisa ambil sayur dan koyor sepuasnya"
Bakso Sayur UB Cab.Sukun,enakkk dan kantong mahasiswa bgtt
Bakso Sayur UB Cab.Sukun,Mantaappp bangett baksonya🙏🙏🙏🙏🙏🙏🙏
Bakso Sayur UB Cab.Sukun,Pentol keju na enak
Bakso Sayur UB Cab.Sukun,"Sebelumnya mohon maaf, ini baru pertama kali kesana karna penasaran sama bakso kejunya, dan kesananya habis isya pas.
Kritik untuk baksonya:
1. Kuah dan bakso tidak panas, cuma anget aja. Padahal bakso itu enaknya kuah panas. Karna ga panas akibatnya cepet ngendal kalo orang Jawa bilang, lemaknya jadi cepet padet dan nempel di langit2 mulut. Baksonya yg di kukusan juga atasnya sampe kering dan menggelap warnanya karna ga panas. Harusnya kompor nyala terus biar panas terus kuah dan baksonya, juga baksonya perlu bbrp menit sekali disiram kuah panas biar ga kering2 bgt gitu. Sampe tadi denger juga dari meja sebelah bapak2 ngomong ke istrinya kalo baksonya ga panas, berarti bukan sy aja yg ngerasa begini.
2. Ambil bakso telur puyuh 2, tapi dua2nya ga ada isi telur puyuhnya, padahal di kukusannya udah dikasih tulisan bakso puyuh, tp gaada isi telornya.
3. Ambil bakso keju 2 juga, yg katanya lumer, tp gaada lumer/molornya sama sekali, sekali lagi karna bakso dan kuahnya ""kurang panas"", cuma anget aja, jadi rasa kejunya aneh gitu, bikin eneg.
4. Gaada tetelannya, padahal katanya free. Khusnudzon aja mungkin udah kehabisan~

Untuk harga bakso keju sama puyuh dihitung sama, 7rb/pcs, yg menurut sy kurang worth it, karna mengecewakan banget mengacu dari review/kritik sy di atas, yg ok cuma dari daging baksonya aja yg emang ndaging banget.

Tolong sesuaikan pelayanan dengan harga yg diberikan, SOP nya mungkin kurang detail mengenai penyajian baksonya, entah dari peletakan bakso sesuai nama, atau dari tingkat panasnya. Semoga segera diperbaiki, terimakasih."
Bakso Sayur UB Cab.Sukun,"Baksonya enak banget, rasanya daging pooolll, bakso kejunya the best sih. Harga jg oke, kenyang enak Dan gak pake mahal.. mantab."
Bakso Sayur UB Cab.Sukun,Mantap baksonya macam macam enak dan lezat
Bakso Sayur UB Cab.Sukun,Free es teh gaiss mantap
Bakso Sayur UB Cab.Sukun,Sangat mantap dan dapat memberikan inspirasi juga kepada bakso yang lain. Terus jaya selalu.
Bakso Sayur UB Cab.Sukun,Enak jujur sampe habis 2 mangkok😌
Bakso Sayur UB Cab.Sukun,"Suasana lmyan nyaman, sedikit bingung kdang sama varian pentol ( bakso ) nyasoalnya kecampur jadi harus tanyak dulu enak lagi di pisah sih"
Bakso Sayur UB Cab.Sukun,Bakso nya enak daging bgt sedikit saran baksonya jangan keasinan say…  apalagi ktmu keju jd super asin tp enak
Bakso Sayur UB Cab.Sukun,"slogan nya sayur,kuah, koyor sepuasnya.
nyampe tempat dihadang sama mas e diambilin kuahnya aja gada koyornya.
yg disuhat aja bisa ambil sendiri. pelayanan kasir juga lebih cepat, disini lama. gak lagi kesini meskipun deket rumah. not worth it at all."
Bakso Sayur UB Cab.Sukun,Enak Murah dan bisa ambil sepuasnya untuk mie dan sayurnya
Bakso Sayur UB Cab.Sukun,Joss enak banget. Kuah panas.
Bakso Sayur UB Cab.Sukun,"rekomendasi sekalii, mantaapp endull👍👍👍👍👍👍"
Bakso Sayur UB Cab.Sukun,Baksonya enak besar murah
Bakso Sayur UB Cab.Sukun,"tempatnya luas dan bersih, pelayannya ramah dan baik semuaaa, baksonya juga lengkap isinyaa nice deh pokonyaa wajib cobaa!!!"
Bakso Sayur UB Cab.Sukun,baksonya ndaging poll
Bakso Sayur UB Cab.Sukun,"Bakso nya enak, garansi kuah panas, sayur mie dan koyor ambil sepuasnya. recommended banget. puas makan disini"
Bakso Sayur UB Cab.Sukun,"bakso nya enak, apalagi dimakan pas cuaca malang ujan2"
Bakso Sayur UB Cab.Sukun,"Mie, sayur, koyor, kuah ambil sepuasnya. Kuah selalu panas 👍"
Bakso Sayur UB Cab.Sukun,"Nostalgia jaman kuliah, kenyang sayur"
Bakso Sayur UB Cab.Sukun,"di foto dan di review orng di sosmed yg bakso kejunyaa banyakk banget sampe lumer, pas nyobain beli yg bakso keju mozarella apaan bgttt kejunya dikittt bgttttt mana gaada rasa keju sama sekali lagi, saran aja si untuk kedepannya harus sesuaiin sama yg di foto dan di review orng, biar ga kecewa yg beliii"
Bakso Sayur UB Cab.Sukun,"Baksonya enak, seenak itu. Good review untuk makanannya. Sayang pelayanan terutama untuk bungkus/ take away amat sangat kurang. Benar benar ambil sendiri. Bahkan sampai plastiknya pun saya mesti cari sendiri di laci gerobak baksonya. Dan yang PR lagi untuk membungkis kuah yang amat sangat panas itu susah sekali  saya gak pernah bungkus kuah panas sendiri. Ketika bertanya ke penjaganya mereka menjawab ya ambil sendiri semuanya. Bahkan saos, sambel kecap pun ambil sendiri 😞"
Bakso Sayur UB Cab.Sukun,Cocok buat seluruh eleman masyarakat
Bakso Sayur UB Cab.Sukun,Apa cuma aku sama suami ya... Yang merasa sangat asin... Banget... Baksonya dan kuahnya( bertanya dengan nada lembut)
Bakso Sayur UB Cab.Sukun,Mantuuullll banget lebih deket dari rumah
Bakso Sayur UB Cab.Sukun,"untuk rasa pentol oke, tapi kalo dikuah dan goreng terlalu asin, untuk pelayanan mohom diperbaiki lagi, terutama yang perempuan ngelayanin kasir cara ngomongnya nyolot dan ekspresinya tidak pantas sama sekali, tukang parkir juga juga cuma diem gaada ngebantu sama sekali"
Bakso Sayur UB Cab.Sukun,Pentolnya terasa daging banget gak alot waktu digigit daging nya sangat empuk cocok jika bawa anak anak bisa makan bareng barengg worth it ramah dikantong
Bakso Sayur UB Cab.Sukun,"Sebagai pecinta bakso kalau makan bakso isian baksonya gak panas gimana ya, kuah aja yg panas. Untuk tempat pentol dan kuah di tempat yang beda. Smua pentol baksonya dingin, dalam pentol baksonya aja masih terasa dingin habis keluar dari kulkas :( kenapa gk dicemplungin dulu ke kuah biar jdi agak empuk pentolnya, paling gak anget dikit"
Bakso Sayur UB Cab.Sukun,"Baksonya nagih banget , benar2 rasa daging 90% nya kerasa banget sampai berasa daging 100%>>>
Matulllll polllll"
Bakso Sayur UB Cab.Sukun,"Kuah g panas, bakso msh dingin.
Mungkin bs di rubah konsepnya. Hrsnya dilayani aja agar tdk lama antri.. Krn banyak yg lelet klo ambil bakso, mkir dlu blm lagi saling tanya mau yg apa mau yg mana..
Konsepnya mending bakso diambilkan sma kuah.. Ntr di sisi lain baru sayur mie ambil sndri..
Saos merahnya ganti donk. Jgn yg model jely gt bening gak mantap..

Smoga bs bebenah trutama dr segi konsep pelayanan."
Bakso Sayur UB Cab.Sukun,Enak murah berkualitas
Bakso Sayur UB Cab.Sukun,ga mengecewakan si 🫶
Bakso Sayur UB Cab.Sukun,"Bakso kejunya lumer bangettt enakkk, bisa free sayurr banyak bangwtt, top markotop deh buat bakso sayur UB🤙😍👍"
Bakso Sayur UB Cab.Sukun,"Bakso nya enak semua 😀😀😀, recomended deh semuanya.free sayur koyor sepuasnya. Pelayanan juga oke . Joss pokok men 😊😊😊"
Bakso Sayur UB Cab.Sukun,pelayanan nya sangat ramah baksonya enak sekali
Bakso Sayur UB Cab.Sukun,"Top bintang 5,rasa bakso mantap dan enak"
Bakso Sayur UB Cab.Sukun,"enaakkk bangettt baksoo nyaa, tempat nya jugaa bersihhh dan pelayanan nya juga ramahhh"
Bakso Sayur UB Cab.Sukun,"Pertama kali ke sini langsung suka, meski kesan pertama ga 100% oke karena kehabisan mie putih dan koyor yang tinggal sedikit ga seperti video2 reels IG yang koyornya melimpah ruah. Tapi ga kapok, karena rasa kuah dan baksonya enak, harga juga terjangkau. Kedua kali ke situ, malah kedapatan kuah yang ga sepanas pertama datang dan malah koyornya ga ada blasss. Sedih pol. Aku datang selepas maghrib. Harapanku please jam berapapun itu kalau bisa refill yang habis, supaya customer ga kecewa. Aku tetep bakal balik sih, karena ya emang enak, semoga pas balik yang ketiga, aku beruntung hehe. Pelayanannya baik, ramah, dan gercep bersihkan piring2 bekas makan customer."
Bakso Sayur UB Cab.Sukun,"So far enak dari pelayanana dan tempat, cuma blm ada petugas yg mengatur untuk antrian ambil baksonya"
Bakso Sayur UB Cab.Sukun,Bakso nya lumayan
Bakso Sayur UB Cab.Sukun,Tempatnya deket rumah. Bakso enak dan mantapsss
Bakso Sayur UB Cab.Sukun,Asli langganan aku dan ojob dan bocilku rasanya wes jangan takok pokoknya.pentole Wenak kresss.kuahe suedep
Bakso Sayur UB Cab.Sukun,Pelayanan ramah dan rasa baksonya enak
Bakso Sayur UB Cab.Sukun,"Tempatnya bersih, rapih dan luas
Soal rasa jangan ditanya udah pasti enak👍"
Bakso Sayur UB Cab.Sukun,Mantab deket rumah
Bakso Sayur UB Cab.Sukun,Tempatnya kurang rekomen sih kurang bersih bgt jadi krg nyaman
Bakso Sayur UB Cab.Sukun,"Baksonya enak, dagingnya berasa.

Karena sistemnya ambil sendiri langsung bayar, harusnya dikasih NAMPAN biar bawa ke mejanya ga repot krn panas.
Apalagi kalo ke sana bawa anak kecil yg ribet kalo harus bawa mangkoknya sendiri....

Terimakasih"
Bakso Sayur UB Cab.Sukun,"Bakso nya full daging, sayur mie dan koyor sepuasnya, enak banget overall"
Bakso Sayur UB Cab.Sukun,Baksonya enak cuma kenapa seledrinya ga dicuci ya mana kotor lantainya kaya banyak lumpurnya cukup sekali aja ga lagi
Bakso Sayur UB Cab.Sukun,"Baksonya super enak, cuman kadang koyornya telat telat"
Bakso Sayur UB Cab.Sukun,bakso nya enak guys cobain deh kesini tempat nya juga luas
Bakso Sayur UB Cab.Sukun,"Bakso ndaging banget
Mie,sayur dan koyor sepuasnya
Kuahnya ok 🤩😋"
Bakso Sayur UB Cab.Sukun,"Pentol e enak cuma kuah e gak panas sama sekali jd gak meleleh keju nya ..
Tolong sering2 di cek"
Bakso Sayur UB Cab.Sukun,Enak tempatnya bersih suka karena sayurnya unlimited
Bakso Sayur UB Cab.Sukun,tempat enak luas bakso enak terbaikk
Bakso Sayur UB Cab.Sukun,"Enak murah meriah..
Makan Sayur dibaksoin ini mah 😍"
Bakso Sayur UB Cab.Sukun,"Mantap
Antri panjang gaesss"
Bakso Sayur UB Cab.Sukun,Baksonya enak seger kuahnya sambelnya juga juara pokoknyaa. Pelayanan gercep
Bakso Sayur UB Cab.Sukun,Kecewa banget karna ada something di bakso nya
Bakso Sayur UB Cab.Sukun,"Menunya memuaskan, rekomen banget ke sini"
Bakso Sayur UB Cab.Sukun,Bakso nya enak keju nya lumer bgt pokoknya bintang limaa
Bakso Sayur UB Cab.Sukun,Mantap bakso nya daging pollll.....
Bakso Sayur UB Cab.Sukun,"baksonya enak, cuman disambal nya ga pedes sama sekali"
Bakso Sayur UB Cab.Sukun,baksonya enak daging dan tempatnya bersih dan nyaman
Bakso Sayur UB Cab.Sukun,"Enak tempatnya ,pelayanan juga ramah👍👍👍"
Bakso Sayur UB Cab.Sukun,Paling malas kalu bayar depan apalagi bawa mangkok panas.apalagi ribet orangnya make tab dan yang melayani 1 orang. Kebayang kan bawa mangkok panas 5 menit utk antri..
Bakso Sayur UB Cab.Sukun,"tempat nya kotor, di meja gk ada tisu, mahal juga, krupuk 15k, air mineral kecil juga mahal, masak beli pentol 6 udah 20 an,"
Bakso Sayur UB Cab.Sukun,"Suasana menyenangkan...,
Baksox top pokok..."
Bakso Sayur UB Cab.Sukun,First time enak bangett sesuai lah sama budget mahasiswa
Bakso Sayur UB Cab.Sukun,"Pas uda bayar mau makan ternyata ada tulisannya beri bintang 5 di map gratis esteh, kenapa kasir nya diem aja ga beritahu pas customer beli minuman"
Bakso Sayur UB Cab.Sukun,"Yaman banget tempatnya
Rasanya juga enak"
Bakso Sayur UB Cab.Sukun,bakso nya enak semua pelayanan josss
Bakso Sayur UB Cab.Sukun,Bakso enak
Bakso Sayur UB Cab.Sukun,Pertama kali makan sudah langsung cocok
Bakso Sayur UB Cab.Sukun,"Tempat cozyy..
Bakso enak bikin kenyang😍"
Bakso Sayur UB Cab.Sukun,Bakso nya enak  jadi pingin nambah
Bakso Sayur UB Cab.Sukun,Baksonya enak terjangkau.pelayanan ramah
Bakso Sayur UB Cab.Sukun,Akhirnya ada cabang sukun juga
Bakso Sayur UB Cab.Sukun,"baksonya enak, karyawan ramah"
Bakso Sayur UB Cab.Sukun,"bakso berasa dagingnya,harga terjakngkau"
Bakso Sayur UB Cab.Sukun,Sedep.. bakso kejunya jos
Bakso Sayur UB Cab.Sukun,Enak ramah banget orangnya kuahnya enak banyak gajinya
Bakso Sayur UB Cab.Sukun,"apa cuma aku ya yg ngerasa pas ambil sama dihitung kasir harganya jadi beda? kaya dimahalin pernah aku ambil pentol besar 2 ternyata pas aku liat struknya dihitung 3, tolong jujur yaa"
Bakso Sayur UB Cab.Sukun,"ndak dapet es teh, 😅"
Bakso Sayur UB Cab.Sukun,"Baksonya ngurat banget
Kuahnya segar
Mie sayuran loooos free"
Bakso Sayur UB Cab.Sukun,"Kotor sih meja pliket nya minta ampun,
Kamar mandi kotor full sawi2
Lantai bawah juga kotor
Pas kesana. Tetelan / gajih nya kosong.
Itu jeruk es nta kayak aer putih"
Bakso Sayur UB Cab.Sukun,"Mantapu,pelayanan istimewah,harga OK"
Bakso Sayur UB Cab.Sukun,Rasa nya enak dan adem suasananya
Bakso Sayur UB Cab.Sukun,Sayur nya menyenangkan
Bakso Sayur UB Cab.Sukun,Bakso top dengan kuah enak dan berasa
Bakso Sayur UB Cab.Sukun,Luar biasa bakso sayur UB sukun..mantap
Bakso Sayur UB Cab.Sukun,enak bgt mantapp
Bakso Sayur UB Cab.Sukun,"mantaapp rasanya, kasir nya ramah, pentol isi mozarella nyaa dabesttt"
Bakso Sayur UB Cab.Sukun,Mantap ga perlu jauh2 ke ub
Bakso Sayur UB Cab.Sukun,Baksonya moncrot kemana mana
Bakso Sayur UB Cab.Sukun,"Rasa kuah, bakso, gorengan, tandar saja"
Bakso Sayur UB Cab.Sukun,Enakkkkk bangetttt harus cobain dehhhhh
Bakso Sayur UB Cab.Sukun,Bakso nya daging banget
Bakso Sayur UB Cab.Sukun,"Rasa enak, tekstur mantap"
Bakso Sayur UB Cab.Sukun,Enak dan harganya terjangkau
Bakso Sayur UB Cab.Sukun,mantap rasanya 👌🏻
Bakso Sayur UB Cab.Sukun,"Enak,kenyang,pentolnya ndaging pol.mksh"
Bakso Sayur UB Cab.Sukun,Tempatnya nyaman dan enak
Bakso Sayur UB Cab.Sukun,mantap enak bgt pentolnya
Bakso Sayur UB Cab.Sukun,"Terjangkau, murah dan enak"
Bakso Sayur UB Cab.Sukun,Enak panas kuahnya
Bakso Sayur UB Cab.Sukun,Layanan kurang baik😑
Bakso Sayur UB Cab.Sukun,tempatnya nyaman dan luas🔥
Bakso Sayur UB Cab.Sukun,Sangat rekomen
Bakso Sayur UB Cab.Sukun,"Heheh,, mantab slurr"
Bakso Sayur UB Cab.Sukun,Enak baksonya
Bakso Sayur UB Cab.Sukun,mantapp pelayanan
Bakso Sayur UB Cab.Sukun,enak bettt
Bakso Sayur UB Cab.Sukun,Murmer dan wenak
Bakso Sayur UB Cab.Sukun,Makanan enak
Bakso Sayur UB Cab.Sukun,Bakso uenakkkk
Bakso Sayur UB Cab.Sukun,"Mantap, excellent"
Bakso Sayur UB Cab.Sukun,"enakk, muraahhh!!!"
Bakso Sayur UB Cab.Sukun,"baksonya enak, pelayanannya juga ramah sekali"
Bakso Sayur UB Cab.Sukun,Mantab
Bakso Sayur UB Cab.Sukun,Enakkkk
Bakso Sayur UB Cab.Sukun,Sangat uenakk
Bakso Sayur UB Cab.Sukun,Mantap joss
Bakso Sayur UB Cab.Sukun,Rasanya mantap
Bakso Sayur UB Cab.Sukun,Sangat puas
Bakso Sayur UB Cab.Sukun,Enakkk
Bakso Sayur UB Cab.Sukun,mantap
Bakso Sayur UB Cab.Sukun,Enak
Bakso Sayur UB Cab.Sukun,mantapp
Bakso Sayur UB Cab.Sukun,Mantapppp
Bakso Sayur UB Cab.Sukun,Pentol
Bakso Sayur UB Cab.Sukun,Mantap
Bakso Sayur UB Cab.Sukun,mantab
Bakso Sayur UB Cab.Sukun,"Bakso enakk sangat direkomendasikan makan bersama keluarga, tempat nyaman dan bersih"
Bakso Sayur UB Cab.Sukun,"bakso nya enak, suasananya nyaman. tempatnya juga bersih. sangat direkomendasikan makan bakso disini😁😁"
Bakso Sayur UB Cab.Sukun,Enak dan murah
Bakso Sayur UB Cab.Sukun,Rasanya lezat pelayanan memuaskan
Bakso Sayur UB Cab.Sukun,Tempatnya nyaman
Bakso Sayur UB Cab.Sukun,cocok banget tempatnya nyaman rasanya juga enak bangett🌟👑 …
Bakso Sayur UB Cab.Sukun,Menu variatif murmer lo kaldunya clean seger enak ❤️❤️ lokasi jiga strategis
Bakso Sayur UB Cab.Sukun,"Jualan fomo aja, rasa masih enakan bakso keliling. Konsep prasmanan harusnya tetep ada yg jagain buat manasin kuah atau nyiramin pentol sama kuah panas. Belum lagi di dalem dilalerin, sayur enggak seger dan yg lebih gong udah kita pegang mangkok panas masih harus antri di kasir tanpa ada meja buat naruh mangkok sebentar. Bakso masih harus dibolak balik diitung sama mbak kasir baru bisa dibayar dan dimakan. Gak praktis banget

Bikin minum juga asal²an, gak manis, sayur di baksonya pahit dan aku liat dari box lgsg dipotong² gak dicuci dulu atau difilter mana yg bisa dimakan. Hadehhh cukup sekali aja"
Bakso Sayur UB Cab.Sukun,"Tempatnyaa nyaman, pegawainya sangat baik dan cekatan, rasanya enak bangett"
Bakso Sayur UB Cab.Sukun,Pentol krenszeeasa
Bakso Sayur UB Cab.Sukun,"enak banget tempatnya bersih, sayur, brambang ambil sepuasnya, kejunya real, baksonya krenyes."
Bakso Sayur UB Cab.Sukun,Enaak
Bakso Sayur UB Cab.Sukun,"baksonya enak,kuahnya ngaldu banget sangat rekomendasi"
Bakso Sayur UB Cab.Sukun,Enak banget
Bakso Sayur UB Cab.Sukun,Tempat nya nyaman mbak mbak nya ramah bakso nya mantul
Bakso Sayur UB Cab.Sukun,"Bakso UB sayur cab sukun enak banget kuahnya medok dan pentol"" nya renyah banget apalagi pentol keju nya lumer banget pas di potong 🥰"
Bakso Sayur UB Cab.Sukun,bakso enak jos jis
Bakso Sayur UB Cab.Sukun,"Bakso kejunya enak banget, bisa ambil sepuasnya mienya 🥰🫶🏻"
Bakso Sayur UB Cab.Sukun,"Sudah lama sejak terakhir kali aku pulang dari Malang, bolehkah aku ke sini lagi, sedekat ini dengan rumah? Jan, aku akan pesan prasmanan sesukamu."
Bakso Sayur UB Cab.Sukun,Joss gandos
Bakso Sayur UB Cab.Sukun,"Mantelnya...,
Tempatnya bagus, rasanya enak."
Bakso Sayur UB Cab.Sukun,Sendoknya datar + memberi bos
Bakso Sayur UB Cab.Sukun,Tempat yang sangat direkomendasikan di bumi
Bakso Sayur UB Cab.Sukun,pelayanan yang baik
Bakso Sayur UB Cab.Sukun,Mantepp
Bakso Sayur UB Cab.Sukun,Yaaaaa
Bakso Sayur UB Cab.Sukun,Atas
Bakso Sayur UB Cab.Sukun,Layak dicoba pwoll
Bakso Sayur UB Cab.Sukun,Layak dicoba pwolll
Bakso Sayur UB Cab.Sukun,Sipppp
Bakso Sayur UB Cab.Sukun,Terbaik
Bakso Sayur UB Cab.Sukun,Sipp
Bakso Sayur UB Cab.Sukun,ya ya
Bakso Sayur UB Cab. Tlogomas,"Tempatnya mudah di temukan di pinggir jalan raya yang rame dan padat cenderung macet, dekat pertigaan jembatan Tunggulmas
Sebenarnya baksonya enak cuman rada asin banget bagi saya, tergantung lidah masing"" juga sih.
Untuk harga standar
Monggo di coba."
