Mata Pelajaran,Soal,Jawaban,Skor,Keterangan
IPAS,"Mengapa pembakaran kertas menghasilkan zat baru, sedangkan kertas yang disobek tidak menghasilkan zat baru","karna jika kertas di bakar akan menjadi hancur dan berganti tekstur, warna, dan bentuk, namun jika disobek kertas tetap berwarna sama hanya berubah bentuknya",10,Jawaban Siswa
IPAS,"Jika suatu zat mengalami perubahan warna, apakah dapat dipastikan terjadi perubahan kimia? Jelaskan dengan contoh","perubahan warna terjadi karena susunan partikel atau struktur kimia, zat berubah sehinnga sifat-sifatnya termasuk warna ikut berubah.",10,Jawaban Siswa
IPAS,Jelaskan Pengertian Zat,Zat adalah suatu zat yang di ruang,5,Jawaban Siswa
IPAS,Apa perbedaan antara perubahan fisika dan perubahan kimia? Berikan masing-masing dua contoh dalam kehidupan sehari-hari,"perubahan fisika merupakan benda padat menjadi cair, contoh: es yang meleleh. Perubahan kimia merupakan yang menghasilkan zat baru, contoh membakar kertas.",10,Jawaban Siswa
IPAS,Mengapa pakan ternak yang membusuk termasuk perubahan kimia? Jelaskan,karena mbatang atau menghasilkan zat baru,0,Jawaban Siswa
IPAS,Sebutkan ciri-ciri terjadinya perubahan kimia,zat lama kalau di mengelola menjadi zat baru,0,Jawaban Siswa
IPAS,Gula yang dilarutkan dalam air tidak terlihat lagi bentuk aslinya. Apakah gula tersebut hilang atau berubah menjadi zat baru? Jelaskan berdasarkan jenis perubahannya,perubahan fisika,0,Jawaban Siswa
IPAS,Air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda. Jelaskan berdasarkan konsep perubahan zat,karena ya kita Kalau menaruh es batu lalu didiamkan sampai  meleleh dia akan ada perubahan,0,Jawaban Siswa
IPAS,"Mengapa pembakaran kertas menghasilkan zat baru, sedangkan kertas yang disobek tidak menghasilkan zat baru",karena kertas yang dibakar itu jadi hancur lebur  dan hangus lalu kalau kertas disobek masih ada wujud kertas,5,Jawaban Siswa
IPAS,"Jika suatu zat mengalami perubahan warna, apakah dapat dipastikan terjadi perubahan kimia? Jelaskan dengan contoh",contohnya air bening dicampur susu,0,Jawaban Siswa
IPAS,Jelaskan Pengertian Zat,"Zat adalah segala sesuatu yang memiliki massa dan menempati ruang, massa berarti zat memiliki berat tertentu sedangkan menempati ruang berarti zat memiliki volume",10,Jawaban Siswa
IPAS,Apa perbedaan antara perubahan fisika dan perubahan kimia? Berikan masing-masing dua contoh dalam kehidupan sehari-hari,"perubahan fisika tidak menghasilkan zat baru hanya berubah bentuk, ukuran, dan wujud, contoh es menjadi cair, lilin mencair jika dipanaskan. Perubahan kimia menghasilkan zat baru dan sifat berubah permanen, contoh kayu dibakar menjadi abu, besi berkarat yang berubah warna menjadi  coklat kemerahan",10,Jawaban Siswa
IPAS,Mengapa pakan ternak yang membusuk termasuk perubahan kimia? Jelaskan,"Pembusukan pakan ternak merupakan perubahan kimia karena menghasilkan zat baru. Hal ini ditandai dengan perubahan bau menjadi busuk, perubahan warna, dan munculnya mikoorganisme. Terbentuknya zat baru menunjukkan bahwa terjadinya reaksi kimia ",10,Jawaban Siswa
IPAS,Sebutkan ciri-ciri terjadinya perubahan kimia,"perubahan warna, Timbul gas, Perubahan suhu, Timbul bau, Terbentuknya endapan",10,Jawaban Siswa
IPAS,Gula yang dilarutkan dalam air tidak terlihat lagi bentuk aslinya. Apakah gula tersebut hilang atau berubah menjadi zat baru? Jelaskan berdasarkan jenis perubahannya,Pelarutan gula dalam air merupakan perubahan Fisika karena tidak menghasilkan Zat baru. Gula hanya berubah bentuk menjadi partikel yang lebih kecil dan tercampur dalam air. Gula masih dapat diperoleh melalui penguapan air,10,Jawaban Siswa
IPAS,Air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda. Jelaskan berdasarkan konsep perubahan zat,"Pembekuan air adalah perubahan Fisika, akrena hanya perubahan wujud dari cair menjadi padat. Zat tersebut tetap air, perubahan bentuk tidak selalu menghasilkan zat baru.",10,Jawaban Siswa
IPAS,"Mengapa pembakaran kertas menghasilkan zat baru, sedangkan kertas yang disobek tidak menghasilkan zat baru",kertas dipotong merupakan Perubahan Fisika dan tidak terbentuk zat baru. Kertas dibakar merupakan perubahan kimia dan terbentuknya gas baru seperti gas dan abu. Kesimpulannya pembakaran menghasilkan zat baru sedangkan pemotongan tidak.,10,Jawaban Siswa
IPAS,"Jika suatu zat mengalami perubahan warna, apakah dapat dipastikan terjadi perubahan kimia? Jelaskan dengan contoh","Perubahan warna menunjukkan terjadinya reaksi kimia karena terbentuk zat baru, contoh besi berkarat berubah warna dari abu abu menjadi coklat kemerahan dan buah apel yang berubah warna menjadi coklat setelah dipotong",10,Jawaban Siswa
IPAS,Jelaskan Pengertian Zat,Zat adalah sesuatu yg memiliki massa dan menempati ruang,10,Jawaban Siswa
IPAS,Apa perbedaan antara perubahan fisika dan perubahan kimia? Berikan masing-masing dua contoh dalam kehidupan sehari-hari,"Perubahan fisika merupakan Perubahan yg tidak Menghasilkan zat baru hanya terjadi bentuk zat. Contoh es mencair, gula larut, menguap. Perubahan kimia merupakan Perubahan yg menghasilkan zat baru dengan komposisi empat sifat yang berbeda dari zat lainnya. Contoh : pembakaran kayu, besi berkarat",10,Jawaban Siswa
IPAS,Mengapa pakan ternak yang membusuk termasuk perubahan kimia? Jelaskan,"Karena serangkaian perubahan fisik baik dari perubahan warna, Pembentukan zat, perubahan suhu dan lain lain",0,Jawaban Siswa
IPAS,Sebutkan ciri-ciri terjadinya perubahan kimia,"Terbentukny zat baru, perubahan warna, pembentukan zat, dan perubahan suhu",10,Jawaban Siswa
IPAS,Gula yang dilarutkan dalam air tidak terlihat lagi bentuk aslinya. Apakah gula tersebut hilang atau berubah menjadi zat baru? Jelaskan berdasarkan jenis perubahannya,gula yg dilarutkan dalam air ini hilang karena ini termasuk perubahan fisika yang dimana perubahannya tidak menghasilkan zat baru akan tetapi terjadinya  bentuk zat,5,Jawaban Siswa
IPAS,Air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda. Jelaskan berdasarkan konsep perubahan zat,"Iya, karena air yang membeku menjadi es itu termasuk perubahan yg menghasilkan zat baru melalui komposisi",10,Jawaban Siswa
IPAS,"Mengapa pembakaran kertas menghasilkan zat baru, sedangkan kertas yang disobek tidak menghasilkan zat baru","karena, sesuatu yg berupa kertas baik di sobek maupun di bakar itu perubahnnya berbeda, Jikalau Pembakaran kertas ini sama halnya dg  pembakaran kayu. Karena melalui komposisi yg berbeda atau sifatnya yg berbeda dari zat  lainnya, maka pembakaran kertas ini termasuk perubahan kimia.",10,Jawaban Siswa
IPAS,"Jika suatu zat mengalami perubahan warna, apakah dapat dipastikan terjadi perubahan kimia? Jelaskan dengan contoh","Iya, karena merupakan salah satu indikator unsual yg  paling lama bukti masanya. Contoh pembakaran kayu, besi berkarat, pakan ternak yang membusuk, dll",3,Jawaban Siswa
IPAS,Jelaskan Pengertian Zat,Segala sesuatu yg memiliki massa dan menempati ruang,10,Jawaban Siswa
IPAS,Apa perbedaan antara perubahan fisika dan perubahan kimia? Berikan masing-masing dua contoh dalam kehidupan sehari-hari,"fisika tidak menghasilkan zat baru, contoh lilin yang meleleh, sedangkan kimia menghasilkan zat baru dg sifat yg berbeda, cobtoh kertas terbakar",10,Jawaban Siswa
IPAS,Mengapa pakan ternak yang membusuk termasuk perubahan kimia? Jelaskan,karna terjadinya reaksi oleh mikroorganisme,0,Jawaban Siswa
IPAS,Sebutkan ciri-ciri terjadinya perubahan kimia,"Perubahan warna, timbul gas, berbentuk endapan, perubahan suhu, dan timbul bau baru",10,Jawaban Siswa
IPAS,Gula yang dilarutkan dalam air tidak terlihat lagi bentuk aslinya. Apakah gula tersebut hilang atau berubah menjadi zat baru? Jelaskan berdasarkan jenis perubahannya,Perubahan fisika karena tidak menghasilkan zat baru,0,Jawaban Siswa
IPAS,Air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda. Jelaskan berdasarkan konsep perubahan zat,"Perubahan fisika karena dari cair menjadi padat, karena penurunan suhu",10,Jawaban Siswa
IPAS,"Mengapa pembakaran kertas menghasilkan zat baru, sedangkan kertas yang disobek tidak menghasilkan zat baru",pembakaran kertas termasuk perubahan kimia sedangkan kertas disobek termasuk perubahan fisika,10,Jawaban Siswa
IPAS,"Jika suatu zat mengalami perubahan warna, apakah dapat dipastikan terjadi perubahan kimia? Jelaskan dengan contoh",Perubahan warna dapat menunjukkan reaski kimia karena terbentuknya zat baru,10,Jawaban Siswa
IPAS,Jelaskan Pengertian Zat,Segala sesuatu Yang mempunyai massa dan memiliki ruang dan volume,10,Jawaban Siswa
IPAS,Apa perbedaan antara perubahan fisika dan perubahan kimia? Berikan masing-masing dua contoh dalam kehidupan sehari-hari,Perubahan fisika tidak menghasilkan zat baru contoh Es batu yang mencair. Perubahan kimia menghasilkan zat baru contoh kayu yang dibakar dan besi berkarat,10,Jawaban Siswa
IPAS,Mengapa pakan ternak yang membusuk termasuk perubahan kimia? Jelaskan,Karena adanya perubahan rasa dan Perubahan warna makanya disebut perubahan kimia,10,Jawaban Siswa
IPAS,Sebutkan ciri-ciri terjadinya perubahan kimia,"Membuat zat baru yaitu adanya perubahan betuk, rasa, warna itulah perubahan kimia",10,Jawaban Siswa
IPAS,Gula yang dilarutkan dalam air tidak terlihat lagi bentuk aslinya. Apakah gula tersebut hilang atau berubah menjadi zat baru? Jelaskan berdasarkan jenis perubahannya,gula itu akan membentuk zat baru dan akan mencair tercampur dengan air tidak kelihatan tetapi air itu akan manis sebab terjadinya perubahan zat fisika,10,Jawaban Siswa
IPAS,Air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda. Jelaskan berdasarkan konsep perubahan zat,Air yang membeku jadi es disebabkan adanya perubahan kimia yang ditaruh di kulkas dengna suhu dingin tinggi ,0,Jawaban Siswa
IPAS,"Mengapa pembakaran kertas menghasilkan zat baru, sedangkan kertas yang disobek tidak menghasilkan zat baru","karena kertas yang dibkr menimbulkan zat baru perubahan warna, rasa, bentuk sedangakan kertas disobek tidak menghasilkan perubahan apapun",10,Jawaban Siswa
IPAS,"Jika suatu zat mengalami perubahan warna, apakah dapat dipastikan terjadi perubahan kimia? Jelaskan dengan contoh","Jika suatu zat mengalami perubahan warna sudah dipastikan perubahan kimia karena dia buat zat baru, berubah warnanya, rasanya",10,Jawaban Siswa
IPAS,Jelaskan Pengertian Zat,Zat adalah Segala Sesuatu yg memiliki massa dan Penempatan Ruang,10,Jawaban Siswa
IPAS,Apa perbedaan antara perubahan fisika dan perubahan kimia? Berikan masing-masing dua contoh dalam kehidupan sehari-hari,"Perubahan Fisika adalah Perubahan yg hanya merubah bentuk atau wujud tanpa enghasilkan Zat baru, contoh : es mencair. Perubahan Kimia adalah Perubahan yg menghasilkan Zat dengan Sifat yg berbeda dengan zat asalnya, contoh : Besi berkarat",10,Jawaban Siswa
IPAS,Mengapa pakan ternak yang membusuk termasuk perubahan kimia? Jelaskan,Karena pakan ternak yg membusuk menghasilkan Zat dgn Sifat yg beda dengan Zat asalnya,10,Jawaban Siswa
IPAS,Sebutkan ciri-ciri terjadinya perubahan kimia,"Terbentuknya gas, Terbentuknya endapan, Perubahan warna, Perubahan Suhu",10,Jawaban Siswa
IPAS,Gula yang dilarutkan dalam air tidak terlihat lagi bentuk aslinya. Apakah gula tersebut hilang atau berubah menjadi zat baru? Jelaskan berdasarkan jenis perubahannya,"ya, karena gula tersebut akan tersebar merata dipartikel air",0,Jawaban Siswa
IPAS,Air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda. Jelaskan berdasarkan konsep perubahan zat,"air yang membeku menjadi es sering dikatain berubah menjadi zat baru Karena Konsep perubah Zat tersebut adalah Perubahan Fisika, air yang awalnya Cair menjadi Beku atau Padat",10,Jawaban Siswa
IPAS,"Mengapa pembakaran kertas menghasilkan zat baru, sedangkan kertas yang disobek tidak menghasilkan zat baru","Karena Pembakaran Kertas memilki Sifat Perubahan Kimia, oleh karena itu  Pembakaran kertas menghasilkan zat baru. Sedangkan Kertas yg disobek memiliki sifat Perubahan Fisika yang terdapat perubahan bentuk saja",10,Jawaban Siswa
IPAS,"Jika suatu zat mengalami perubahan warna, apakah dapat dipastikan terjadi perubahan kimia? Jelaskan dengan contoh","Contoh Besi yg berkarat, Besi yang lama kelamaan didiamkan maupun direndam air akan berkarat otomatis  Berubah warna kecoklatan maka disebut Perubahan Kimia",3,Jawaban Siswa
IPAS,Jelaskan Pengertian Zat,Zat adalah segala sesuatu  yang memiliki massa dan menepati ruang (volume),10,Jawaban Siswa
IPAS,Apa perbedaan antara perubahan fisika dan perubahan kimia? Berikan masing-masing dua contoh dalam kehidupan sehari-hari,"perubahan fisika adalah perubahan yang tidak menghasilkan zat baru, hanya terjadi perubahan wujud atau bentuk zat. Contoh es krim mencair pada suhu lebih tinggi (perubahan padat menjadi cair), lilin yang mencair saat dipanaskan. Perubahan kimia adalah perubahan yang menghasilkan zat baru dengan komposisi, sifat yang berbeda dari aslanya. Contoh kayu yang mengalami pembakaran yang berubah menjadi abu, kertas yang dibakar menghasilkan zat baru yang tidak dapat kembali ke wujud kertas ",10,Jawaban Siswa
IPAS,Mengapa pakan ternak yang membusuk termasuk perubahan kimia? Jelaskan,"karena terjadi pembusukan pada pakan ternak perubahan  fisika, pembekuan hanya mengubah wujud pakan dari Cair menjadi padat tanpa menghasilkan zat baru",0,Jawaban Siswa
IPAS,Sebutkan ciri-ciri terjadinya perubahan kimia,"perubahan warna yang bersifat permanen, terbentuknya gas biasanya ditandai dengan embun gelebung, timbul bau baru akibat terbentuknya zat baru",10,Jawaban Siswa
IPAS,Gula yang dilarutkan dalam air tidak terlihat lagi bentuk aslinya. Apakah gula tersebut hilang atau berubah menjadi zat baru? Jelaskan berdasarkan jenis perubahannya,"pelarutan gula dalam air termasuk perubahan fisika, bukan perubahan kimia  tetapi hanya tersebar merata ke dalam air, karena tidak terbentuk zat baru dalam proses tersebut, saat dilarutkan gula tidak berubah menjadi zat lain tetapi hanya tersebar merata kedalam air. (bahwa tidak ada terjadi pembentukan zat baru)",10,Jawaban Siswa
IPAS,Air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda. Jelaskan berdasarkan konsep perubahan zat,peristiwa perubahan wujud dari cair menjadi padat (es) karena penurunan suhu perubahan wujud tanpa pembentukan zat baru sehingga tidak menghasilkan zat baru (perubahan fisika),10,Jawaban Siswa
IPAS,"Mengapa pembakaran kertas menghasilkan zat baru, sedangkan kertas yang disobek tidak menghasilkan zat baru","merobek kertas diambil lalu disobek menjadi kecil kecil tidak ada zat baru, kertas yang disobek tetap kertas, hanya ukuran dan bentuknya yang berbeda (fisika), membakar kertas menggunakan api hingga menjadi abu yang tidak dapat kembali seperti semula, yang ditandai dengan perubahan bentuk zat baru (kimia)",10,Jawaban Siswa
IPAS,"Jika suatu zat mengalami perubahan warna, apakah dapat dipastikan terjadi perubahan kimia? Jelaskan dengan contoh","itu adalah salah satu ciri utama yg telah menandakan reaksi kimia berupa  warna baru yg muncul dan terbentuknya perubahan baru. Contoh: Pembusukan buah dan sayur (muncul bau dan gas serta warna yang memudar menghasilkan warna baru), pembakaran kayu yang mengalami pembakaran yang dibakar yang berubah menjadi abu, besi yang berkarat akibat terkena air berubah warna menjadi coklat kemerahan.",10,Jawaban Siswa
IPAS,Jelaskan Pengertian Zat,Zat adalah Suatu benda atau buatan yg di bagi menjadi beberapa Bagian,0,Jawaban Siswa
IPAS,Apa perbedaan antara perubahan fisika dan perubahan kimia? Berikan masing-masing dua contoh dalam kehidupan sehari-hari,Perubahan Fisika merupakan Perubahan yg dengan sendirinya. Kimia merupakan Perubahan yg dengan adanya  Campur Tangan manusia,10,Jawaban Siswa
IPAS,Mengapa pakan ternak yang membusuk termasuk perubahan kimia? Jelaskan,Dikarenakan Perubahan Tersebut awalnya Terdapat Campur Tangan manusia Dan Bekerja dan akan berubah dengan sendirinya,0,Jawaban Siswa
IPAS,Sebutkan ciri-ciri terjadinya perubahan kimia,"Berubahnya warna, membentuknya Zat baru",10,Jawaban Siswa
IPAS,Gula yang dilarutkan dalam air tidak terlihat lagi bentuk aslinya. Apakah gula tersebut hilang atau berubah menjadi zat baru? Jelaskan berdasarkan jenis perubahannya,Gula bisa dikatakan zat cair dikarenakan Bisa meleleh maupun mencair Pd saat Terkena Panas maupun air,10,Jawaban Siswa
IPAS,Air yang membeku menjadi es sering dikatakan berubah menjadi zat baru karena bentuknya berbeda. Jelaskan berdasarkan konsep perubahan zat,Di karenakan pd saat Sebelum beku air masih cair Pd saat suhu mulai di naikan Perubahan dikit demi sedikit menjadikan air Tersebut menjadi Zat Padat,0,Jawaban Siswa
IPAS,"Mengapa pembakaran kertas menghasilkan zat baru, sedangkan kertas yang disobek tidak menghasilkan zat baru",Karna Pd saat sobekan kertas masih sama dan bisa di Sambungkan Tetapi Jika sudah tercampur Zat lain Contoh api jika api Di gabungkan maka kertas akan Terbakar dan menciptakan Suatu Zat baru,0,Jawaban Siswa
IPAS,"Jika suatu zat mengalami perubahan warna, apakah dapat dipastikan terjadi perubahan kimia? Jelaskan dengan contoh",Tentu saja contoh yaitu Batre Jika batre di taruh di air maka akan mengeluarkan dan berubah warna,3,Jawaban Siswa
IPAS,Jelaskan Pengertian Zat,zat adalah segala sesuatu yg memiliki massa dan menempati ruang,10,Jawaban Siswa
IPAS,Apa perbedaan antara perubahan fisika dan perubahan kimia? Berikan masing-masing dua contoh dalam kehidupan sehari-hari,"fisika tidak menghasilkan zat baru, hanya berubah bentuk atau wujud. Contoh es mencair dan kertas disobek. Kimia merupakan zat yang menghasilkan zat baru. Contoh besi berkarat dan kayu dibakar",10,Jawaban Siswa
