username,sentence,food_quality,price,service,ambiance,portion
indah sukowati,mantap.tempat faforit saat pengen makan bakso g pernah bosen selalu kesini kuah pedasnya selalu bikin kangen dan bikin ngiler,positive,neutral,neutral,neutral,neutral
Siti Aisyah,tempatnya bersih. stafnya ramah tanggap. rasa kuah baksonya pas dan baksonya sendiri juga enak.,neutral,positive,positive,positive,positive
Neny Herdianti,"bakso di banyuwangi ter-recommended kuahnya ada 2 varian. ori dan pedes. di mix oke pol harga murah, pelayanan cepat, lengkap pula. pentol kasarnya top, pangsit gorengnya top, ciri khasnya emang di kuahnya sih. top tier",positive,positive,neutral,positive,neutral
keluarga vita,"bakso kuah pedas nya enak banget. tempatnya bersih, ada ruangan ber ac. pkoknya nyaman dan rasa juga gak main2",positive,neutral,neutral,positive,neutral
Unni J,"rasa baksonya so-so, tapi lumayan untuk varian yang tersedia. staff so rudely, ditanya soal tisu berkali-kali, jawabnya cuma gak ada, bukannya harusnya sedia stock ya? at least, ramah dikit yaa. tempatnya too crowded, jadi kalau kalian nyari tempat makan yang luas, ini nggak recommended. seharusnya ada staff yang tanya buat berapa orang? mau nunggu atau nggak, tapi kita malah dibiarin gitu aja sampai harus nanya berkali-kali. komunikasi staffnya minus. saya kasih bintang 2 karena satu-satunya yang good service cuma mbak kasirnya.",positive,neutral,positive,positive,neutral
Muchlisin Denny P.,"di tunggu grand opening cabang bakso kondusif di rogojampi, genteng, jajag",neutral,neutral,neutral,neutral,neutral
Ardina,"huaaa cinta pada suapan pertama. enak ini euy. jarang nemu bakso yg mantap di banyuwangi. kuahnya oke, baksonya juga oke. bisa tambah kuah jugaaa. dan skrg ada ruangan yg ber ac!",positive,positive,neutral,positive,neutral
Mr. Supiyanto,bakso prasmanan menu lengkap dari gorengan hingga bakso kua pedas ada rasanya khas banget beda sama bakso2 yg ada di kota lain,positive,neutral,neutral,neutral,neutral
Ho Suwandy,"bakso dengan konsep prasmanan enak, kuah pedas the best",positive,neutral,neutral,neutral,neutral
bhirawa rendra,"pentolnya uratnya enak konsepnya prasmanan, ambil sendiri lgsg bayar kuah pedes campur kuah biasa, mantap rasanya",positive,neutral,neutral,neutral,neutral
Alif Rebot,mantap. baksonya enak pegawainya murah senyum dan tempatnya nyaman,positive,positive,neutral,positive,neutral
Mas Sanny,"pilihan menu bakso yang beraneka ragam, dengan cara prasmanan maka menjadikan para pembeli bebas memilih aneka bakso nya.",neutral,neutral,neutral,neutral,neutral
Lucky Banyuwangi,"sudah langganan, baksonya enak harga terjangkau",positive,positive,neutral,neutral,neutral
maswahyuka,"baksonya enak kerasa banget daging sapinya, pegawainya ramah, dan harganya juga ramah dikantong.",neutral,neutral,neutral,neutral,neutral
Septiana Wahyu,"untuk rasa enak, untuk harga terjangkau",positive,positive,neutral,neutral,neutral
Arya Darmansyah,"bakso pramanan, bakso uratnya enak dan kuahnya juga berasa kaldunya. parkiran terbatas ya, untuk ruangan ada yang ber ac dan yg enggak.",neutral,neutral,neutral,neutral,neutral
Nuii,terbaik baso nya enak. banget di bayuwangi model parasmanan murah lagii kuah merah nyaa gurih pedes bikin ketagihan,positive,positive,positive,positive,neutral
prastya ramadhani,pelayanan sangat tidak ramah!!!,neutral,neutral,neutral,neutral,neutral
RV Channel,"bakso spesial di banyuwangi, ada macam2 pilihan baksonya",neutral,neutral,neutral,positive,neutral
Achmad Gumilang,"- makin hari makin gak nyaman makan disini, makan kayak di kejar2 pembeli lain. - mangkoknya berair bekas cucian dan cukup menggenang - pilihan bakso, gorengan, dll yang cukup bervariasi. - harganya cukup bersaing wajib di coba pas kondisi sepi, bakso yang istimewa dan wajib dipilih semua variasinya.",positive,positive,neutral,positive,positive
Melly Agustina,"tempat b aja, saat kesana suasana lg rame. kuah rawon sdh tdk ada. kuah pedesnya, pedes bgt, jd yg gk terlalu suka pedes jgn coba2. bakso nya 3,55 menurut saya rasanya. utk kuahnya yg original ok. happy holiday 15 mei 23",neutral,neutral,neutral,neutral,neutral
Ahmad Rofiqul,makanan enak tapi pelayanan kayak sampah kalo gak bisa baik ke customer jangan buka resto buk tolong di bilangi kalo customer di anggap gak penting kita ini beli pakai uang bukan pengemis minta makanan. khususnya pekerja wanitanya gak bermutu,positive,neutral,positive,neutral,neutral
Jujuk Fuad Saputro,"enak, harga standart, tempat parkir buat motor dan mobil juga ada",positive,neutral,neutral,neutral,neutral
Romo Valkovic,baksonya mantap. pedasnya pas. kondusif di mulut kondusif di perut. manstaaapppp.,positive,positive,neutral,neutral,positive
Latifah Islamiati,"dulu slalu nyari bakso terenak dibanyuwangi dan ktemulah akhirnya bakso kondusif. dengan harga yg bgtu terjangkau, tempatnya juga nyaman bgt klo makan disini ada ruangan ac bikin betah gapulang",positive,positive,neutral,positive,neutral
Shasha Ananta,"baksonya enak, salah satu bakso favorit selama tinggal di banyuwangi. tapi untuk pelayanan kasir lebih diperhatikan lagi. harus ada khusus kasir sendiri, agar fokus dalam penghitungan. berapa kali beli disini, perhitungan kami beda sama kasir. anehnya gak dikasih nota, sehingga tidak bisa menghitung ulang kesalahan kasir. semoga ke depan lebih baik dan jujur lagi pelayanannya.",positive,neutral,neutral,positive,neutral
Dewi Yuli Indrawati,"bakso ini termasuk yang terlama di banyuwangi, lebih suka pentol urat yang besar bisa pilih pentol halus juga. sekarang tersedia prasmanan, bisa pilih sesuai selera untuk gorengan, tersedia sayur sawi ijonya juga buat yang suka bakso harus coba, pas kesana siang hari rame banget jam makan siang jadi gak bisa duduk berlama² gantian yang makan ditempat.",neutral,positive,negative,neutral,positive
inggrid 88,tempat makan bakso bersama keluarga teman juga bisa,neutral,neutral,neutral,neutral,neutral
AKUN EMEL123,"baksonya enak tapi ada preman berlagak tukang parkir hati2 yaa, agak ngeri soalnya.",positive,neutral,neutral,neutral,neutral
Nisa Auliya,"enakkk bangettt kenyangg, alhamdulillah",positive,neutral,neutral,neutral,neutral
N Ekawati,"bakso mode prasmanan gitu. rasa bakso nya enak, padat, daging nya berasa. cuma pas saya kesana udah pada habis2 dan kuah nya kok gak panas ya? apa memang dijualnya cuma hangat gitu? jadi berasa kurang mantep gitu kalo gak panas. saran di meja di tambahin garam dan cuka dong biar makin komplit. soalnya kan selera orang beda2. buat pelayanan nya mungkin karena rame ya tempatnya jadi kaya kurang gercep dan rada kaya kebingungan gitu. overall oke",positive,positive,positive,negative,neutral
Muhammad Ikhsan,"saya ga pesan tahu, tp dibon ada pesan tahu pentol jumbo makan 1 di bon ada 2 lontong makan 1 di bon ada 2 jd klo mau makan disitu cek ulang ya bonnya",neutral,neutral,neutral,neutral,neutral
Adi Robiyanto,"bakso kuah pedasnya dijamin mantab. untuk pelayanan ala kadarnya. tidak menjaga kebersihan meja makan, terkadang masih berantakan piring kotor sehingga calon pelanggan yang membersihkannya sendiri atau memanggil pelayannya untuk membereskan piring kotor dan membersihkan mejanya. suasana disini biasa saja.",neutral,neutral,neutral,negative,neutral
Mas Ozan,baksonya wuenak banget. rugi nggk kesini,positive,neutral,neutral,neutral,neutral
Bintar Yudha,"aku sebagai pelanggan setianya bakso kondusif,awal -awal kaget lihat berita ada masalah pemilik bakso dengan staffnya,tapi setelah aku banyak membaca tentang berita ini aku jadi paham kalo pemilik warung bakso ga salah. dan akhirnya semua permasalahan yang terjadi pada kedua belah pihak sudah terselesaikan. coba ta kalian lihaten beritane seng terbaru aku juga baca berita kalo bakso kondusif pak yanto bukan bangkrut rek,tapi sedang memperbarui staff. aku juga kangen sama baksonya, soale enak polll",positive,neutral,neutral,neutral,positive
Monica Ananta,"bakso nya enak, pilihannya lumyan bnyak. cumn tmpat untuk dine in kurang besar.",positive,neutral,neutral,neutral,negative
Mastuki,"baksonya enak banget, tp pegawai barunya ga ramah sm sekali. mau buka panci bakso nya yg ada 4 itu katanya kosong gaada isinya pdhl sblmnya liat masih banyak, mau pesen es teh katanya habis tp ada orang lain pesen dilayanin wkwkwk",positive,neutral,neutral,neutral,positive
Maulindawaty Husain,"bakso urat jumbo nya enaakk berasa dagingnya, padatnya pas gak kebanyakan tepung, pilihan bakso nya banyak, sayangnya kmarin kuahnya kurang panas, tapi untungnya kuahnya gurih enak",positive,positive,neutral,negative,positive
kak made,"gila nih bakso enak banget! kaldunya nendang, apalagi kuah pedasnya super meler-meler mantap! bakso uratnya full otot. kuliner wajib mampir kalau ke kota banyuwangi. 10 stars ini sih!",positive,neutral,neutral,positive,neutral
Zainul Fatah,"tempat ada 2 yg berac ada yg tdk, parkir khusus motor ada, utk mbl pinggir jln, bakso byk variasix, enak, pelayanan baik",positive,neutral,positive,neutral,neutral
Lia Ruli,"mkanane enak bgtt,aku udah jauh2 dari sidoarjo mau makan ke bakso pak yanto eh tutup,aku lihat di banner depan warungnya katae bukanya tgl 10 hmzzz terus akhire balik ke hotel,asik2 scroll ig muncul berita ttg bakso kondusif,agak kaget seh soale warunge tutup krena staff e mogok kerja,tapi setelah di pahami lg beritane trs nyari2 berita laine muncul klarifikasi dan aku percaya seh kalo pemilik warunge gk salah kuasa hukum e dari pk yanto juga udah buat statement yang menurutku masuk akal jg",positive,neutral,neutral,neutral,neutral
Rohima Auliaa,pegawai tidak ramah,neutral,neutral,neutral,neutral,neutral
Andri Saputra,"kuah nya kurang panas, terus ada pegawai nya yg tidur di deket tempat cuci piring, ya mungkin ga ganggu kenyamanan tapi kurang pantas dilihat pelanggan",neutral,neutral,neutral,neutral,negative
R Oktiariza,"langganan, kuah pedesnya khas, kalo kesini pas jam makan harus sabar ngantri yaa",neutral,positive,neutral,neutral,positive
zukri zukri,"banyak pilihan bakso pentol sesuai selera, lokasi strategis pas pertigaan ujung dari smpn 1 banyuwangi, saran jangan pas malam minggu atau weekend kalau mau berkunjung, karena ramai banget",neutral,positive,neutral,positive,positive
Lia,"bakso prasmanan yg enak,dan cenderung asin, tekstur bakso merconnya agak keras, varian baksonya beragam",neutral,neutral,neutral,neutral,neutral
Arin Hidayati,pelayanan mbak mbaknyanya gak ramah sama sekali kuah panas kenak tangan gak minta maaf mukanya gak ada senyum senyumnya ke pelanggan baksonya sih enak tapi kok bisa memperkerjakan pelayan kayak gitu,positive,neutral,positive,negative,neutral
Dora The Kulinerer,"bakso lejend nih di kota banyuwangi disini sistemnya prasmanan, semua ambil sendiri, isian sayur, mie, gubis, bawang brambang ambil sendiri free, kuah ada 2 opsi, original dan pedes, isian",neutral,neutral,neutral,positive,neutral
aliefia zahra,"menu bakso nya banyak pilihan, tempat nya nyaman",neutral,neutral,neutral,positive,positive
Sofyan Hadi,"rasa bakso di kondusif pak yanto enak lah juga tersedia varian kuah lho ada kuah biasa, kuah pedas, kuah rawon, itu yang aku tau, mungkin juga ada varian kuah yang tidak aku ketahui. bakso nya juga ada yang kasar dan halus, juga tersedia bakso kecil. disini juga menyediakan tempat makan ber ac, tempatnya nyaman dan bersih. juga tersedia toilet umum dan tempat shalat. sayang tempat parkirnya masih kurang memadai. harga relatif standart di badingkan dengan harga bakso yang lain di sekitar banyuwangi. selamat mencoba",positive,neutral,negative,positive,negative
aziz hudaya,"baksonya enak, kalo gak salah sambalnya pakai sambal mrica, bikin panas di perut. sambal mrica ini banyak disukai konsumen, bisa utk menghangatkan badan. bakso enak bisa milih berbagai jenis pentol. juga tersedia kuah pedas bagi yg suka pedas. bisa memilih berbagai toping utk baksonya dan juga tersedia lontong",positive,neutral,neutral,negative,positive
Fendi Rianto,"warung bakso yang viral, cerita di berita si bos awalnya ngasih uang makanjajan buat karyawan2, karena usaha sepi uang makan ditidiakan sama bos disuruh makan di resto aja. katanya karyawannya bilang makanananya gak layak lah berarti makanan restorannya ga layak dong? akhirnya para karyawan inisiatif ngambil uang buat uang makan mereka menurut bos inisiatif ini ya pencurian jadi bos memaksa minta para karyawan menitipkan harta mereka sebagai jaminan motor, emas, dll. kalau udah begini bingung yang salah yang mana.",neutral,neutral,neutral,neutral,negative
Fathul Mujab,mantap banyak pilihan baksonya,positive,neutral,neutral,neutral,positive
Rini Eko,"sumpeehh rasa nya nendang tmpt jg nyaman, woouuwwww pkok nya",positive,neutral,neutral,positive,neutral
Rah Mat,puas banget harganya bersahabat,neutral,neutral,neutral,neutral,neutral
Amelia Devira,"bakso paling enak dan lengkap. ada kuah pedas, kuah biasa, rawon. favorite ku yg kuah pedas pelayanan fast response. hanya lahan parkiran kurang memadai, jadi kalau rame kadang bikin macet jalan karna posisinya dipojokan jalan",positive,neutral,positive,neutral,negative
ghea masitha,selalu ramai ada ruangan berac dan ada yg lesehan juga,neutral,neutral,neutral,neutral,neutral
alwi sodiq,"enak, nyaman dan harga terjangkau",positive,positive,neutral,positive,neutral
Gumiwang Gde,"baksonya enakk, bisa pilih sendiri makanannya bisa milih kuah pedas atau biasa. pelayannya juga ramah top",positive,neutral,neutral,neutral,neutral
Alfia Firdaus,"banyak varian dari baksonya yang bikin penasaran dan pingin ngambil terus, rasanya pun enak.",positive,neutral,neutral,neutral,positive
Lani Cristalia,rasanya beda jauh bgt sama yg dulu apalagi kuah pedesnya hmm,neutral,neutral,neutral,neutral,neutral
Anom Ammru,"mohon untuk ruang yang di dalam mending pakai kipas besar saja, kalau pakai ac pun percuma, ganti saja dengan kipas besar biar gak panas dan pengap.",neutral,positive,neutral,negative,positive
Melissa Arinie,"baksonya ajib bgt apalagi pentol uratnya sayang kuahnya kurang panas varian bakso sangat banyak. lebih kaget lagi setelah sampai kasir, ternyata murahhhh bgttt terbaik",positive,positive,positive,negative,neutral
Yudi Efendi SMK PGRI 3 malang,"bakso. enak, banyak farian jadi bisa langganan",positive,neutral,neutral,neutral,positive
Desiana Dwi Purnamasari,harus hati2 dan sering check apa yg diambil soalnya suka dilebihin terus juga pembayarannya udah aku hitung sampai kasir harganya dilebihin. kalo masuk ppn juga gak mungkin karena nominalnya tidak pas. sooo semoga kedepannya bisa hati2 lagi 3x kesitu suka dilebihin soalnya.,neutral,positive,neutral,neutral,positive
lisa cinta,"wowowow nih pasti tau ga sih bakso pak yanto yoya,nguliner sama keluarga maupun temen emang enak banget,cuman aja kalau udah masuk harus pinter buat milih tempat ya guys,karna disana selalu rame",positive,positive,neutral,neutral,positive
Ruang Meeting,"salah satu bakso paling enak di banyuwangi. lokasi tengah kota agak ke dalam. tempat luas. duduk bisa lesehan juga oke, tapi terbatas karena hanya dua lesehan empuk btw lesehannya ada karpetnya. menunya bakso biasa ada dan yang nyleneh bakso rawon dan bakso kuah pindang. kuah pindangnya asli ajib, seger, asem pedes. cabenya gede2 seakan meronta2. top bgt. yang rawon sih kurang mantep. harga murah lah 2 porsi 3 esteh 3 krupuk rambak plus nambah tahu bakso 4 gede 50 ribu aja",positive,positive,neutral,positive,negative
Aidi Kamil Marzuki,"satu hari 02042022 sebelum puasa saya ke tempat ini bersama dua orang teman. pembelinya membludak sampai kehabisan tempat. bagi saya rasanya biasa saja, seperti rasa bakso kebanyakan.",neutral,neutral,neutral,neutral,positive
아름다운Ifana,"enak banget kuah pedesnya bikin balik lagi, bakso teeerrrrrrrrrr favorite seduniaaaa. enak buanget pokonyaaa, sering bawa pulang buat keluarga, ngajak temen kesini pertama kali, katanya enak banget, jadi aku rekomendasiin ke teman ku lainnya yg sama² suka baksoooo pengen buka cabangnya huhuhu",positive,neutral,neutral,neutral,neutral
Saimoon,"bakso banyak varian,varian favorit bakso kuah pedas bikin nagih",positive,neutral,neutral,neutral,positive
indra pramu,ini toh warung bakso yang lagi viral karena usahanya rugi sampai nahan barang karyawannya padahal rame terus ruginya dimana coba?? bos kalo punya usaha jgn dipakai uangnya untuk hal yg gk menguntungkan mending tutup aja bos usahanya,neutral,neutral,neutral,neutral,neutral
