username,review,char_length,word_count,length_category,estimated_tokens
Unni J,"rasa baksonya so-so, tapi lumayan untuk varian yang tersedia. staff so rudely, ditanya soal tisu berkali-kali, jawabnya cuma gak ada, bukannya harusnya sedia stock ya? at least, ramah dikit yaa. tempatnya too crowded, jadi kalau kalian nyari tempat makan yang luas, ini nggak recommended. seharusnya ada staff yang tanya buat berapa orang? mau nunggu atau nggak, tapi kita malah dibiarin gitu aja sampai harus nanya berkali-kali. komunikasi staffnya minus. saya kasih bintang 2 karena satu-satunya yang good service cuma mbak kasirnya.",535,81,501-1000,113.39999999999999
Muchlisin Denny P.,"di tunggu grand opening cabang bakso kondusif di rogojampi, genteng, jajag",74,11,51-100,15.399999999999999
Ardina,"huaaa cinta pada suapan pertama. enak ini euy. jarang nemu bakso yg mantap di banyuwangi. kuahnya oke, baksonya juga oke. bisa tambah kuah jugaaa. dan skrg ada ruangan yg ber ac!",178,31,101-200,43.4
Mr. Supiyanto,bakso prasmanan menu lengkap dari gorengan hingga bakso kua pedas ada rasanya khas banget beda sama bakso2 yg ada di kota lain,126,22,101-200,30.799999999999997
Ho Suwandy,"bakso dengan konsep prasmanan enak, kuah pedas the best",55,9,51-100,12.6
bhirawa rendra,"pentolnya uratnya enak konsepnya prasmanan, ambil sendiri lgsg bayar kuah pedes campur kuah biasa, mantap rasanya",113,16,101-200,22.4
Alif Rebot,mantap. baksonya enak pegawainya murah senyum dan tempatnya nyaman,66,9,51-100,12.6
Mas Sanny,"pilihan menu bakso yang beraneka ragam, dengan cara prasmanan maka menjadikan para pembeli bebas memilih aneka bakso nya.",121,18,101-200,25.2
Lucky Banyuwangi,"sudah langganan, baksonya enak harga terjangkau",47,6,0-50,8.399999999999999
maswahyuka,"baksonya enak kerasa banget daging sapinya, pegawainya ramah, dan harganya juga ramah dikantong.",96,13,51-100,18.2
Septiana Wahyu,"untuk rasa enak, untuk harga terjangkau",39,6,0-50,8.399999999999999
Arya Darmansyah,"bakso pramanan, bakso uratnya enak dan kuahnya juga berasa kaldunya. parkiran terbatas ya, untuk ruangan ada yang ber ac dan yg enggak.",135,22,101-200,30.799999999999997
Nuii,terbaik baso nya enak. banget di bayuwangi model parasmanan murah lagii kuah merah nyaa gurih pedes bikin ketagihan,115,18,101-200,25.2
prastya ramadhani,pelayanan sangat tidak ramah!!!,31,4,0-50,5.6
RV Channel,"bakso spesial di banyuwangi, ada macam2 pilihan baksonya",56,8,51-100,11.2
Achmad Gumilang,"- makin hari makin gak nyaman makan disini, makan kayak di kejar2 pembeli lain. - mangkoknya berair bekas cucian dan cukup menggenang - pilihan bakso, gorengan, dll yang cukup bervariasi. - harganya cukup bersaing wajib di coba pas kondisi sepi, bakso yang istimewa dan wajib dipilih semua variasinya.",301,48,301-500,67.19999999999999
Melly Agustina,"tempat b aja, saat kesana suasana lg rame. kuah rawon sdh tdk ada. kuah pedesnya, pedes bgt, jd yg gk terlalu suka pedes jgn coba2. bakso nya 3,55 menurut saya rasanya. utk kuahnya yg original ok. happy holiday 15 mei 23",220,41,201-300,57.4
Ahmad Rofiqul,makanan enak tapi pelayanan kayak sampah kalo gak bisa baik ke customer jangan buka resto buk tolong di bilangi kalo customer di anggap gak penting kita ini beli pakai uang bukan pengemis minta makanan. khususnya pekerja wanitanya gak bermutu,242,39,201-300,54.599999999999994
Jujuk Fuad Saputro,"enak, harga standart, tempat parkir buat motor dan mobil juga ada",65,11,51-100,15.399999999999999
Romo Valkovic,baksonya mantap. pedasnya pas. kondusif di mulut kondusif di perut. manstaaapppp.,81,11,51-100,15.399999999999999
Latifah Islamiati,"dulu slalu nyari bakso terenak dibanyuwangi dan ktemulah akhirnya bakso kondusif. dengan harga yg bgtu terjangkau, tempatnya juga nyaman bgt klo makan disini ada ruangan ac bikin betah gapulang",193,29,101-200,40.599999999999994
Shasha Ananta,"baksonya enak, salah satu bakso favorit selama tinggal di banyuwangi. tapi untuk pelayanan kasir lebih diperhatikan lagi. harus ada khusus kasir sendiri, agar fokus dalam penghitungan. berapa kali beli disini, perhitungan kami beda sama kasir. anehnya gak dikasih nota, sehingga tidak bisa menghitung ulang kesalahan kasir. semoga ke depan lebih baik dan jujur lagi pelayanannya.",379,55,301-500,77.0
Dewi Yuli Indrawati,"bakso ini termasuk yang terlama di banyuwangi, lebih suka pentol urat yang besar bisa pilih pentol halus juga. sekarang tersedia prasmanan, bisa pilih sesuai selera untuk gorengan, tersedia sayur sawi ijonya juga buat yang suka bakso harus coba, pas kesana siang hari rame banget jam makan siang jadi gak bisa duduk berlama² gantian yang makan ditempat.",353,56,301-500,78.39999999999999
inggrid 88,tempat makan bakso bersama keluarga teman juga bisa,51,8,51-100,11.2
AKUN EMEL123,"baksonya enak tapi ada preman berlagak tukang parkir hati2 yaa, agak ngeri soalnya.",83,13,51-100,18.2
Nisa Auliya,"enakkk bangettt kenyangg, alhamdulillah",39,4,0-50,5.6
N Ekawati,"bakso mode prasmanan gitu. rasa bakso nya enak, padat, daging nya berasa. cuma pas saya kesana udah pada habis2 dan kuah nya kok gak panas ya? apa memang dijualnya cuma hangat gitu? jadi berasa kurang mantep gitu kalo gak panas. saran di meja di tambahin garam dan cuka dong biar makin komplit. soalnya kan selera orang beda2. buat pelayanan nya mungkin karena rame ya tempatnya jadi kaya kurang gercep dan rada kaya kebingungan gitu. overall oke",446,76,301-500,106.39999999999999
Muhammad Ikhsan,"saya ga pesan tahu, tp dibon ada pesan tahu pentol jumbo makan 1 di bon ada 2 lontong makan 1 di bon ada 2 jd klo mau makan disitu cek ulang ya bonnya",150,33,101-200,46.199999999999996
Adi Robiyanto,"bakso kuah pedasnya dijamin mantab. untuk pelayanan ala kadarnya. tidak menjaga kebersihan meja makan, terkadang masih berantakan piring kotor sehingga calon pelanggan yang membersihkannya sendiri atau memanggil pelayannya untuk membereskan piring kotor dan membersihkan mejanya. suasana disini biasa saja.",306,39,301-500,54.599999999999994
Mas Ozan,baksonya wuenak banget. rugi nggk kesini,40,6,0-50,8.399999999999999
Bintar Yudha,"aku sebagai pelanggan setianya bakso kondusif,awal -awal kaget lihat berita ada masalah pemilik bakso dengan staffnya,tapi setelah aku banyak membaca tentang berita ini aku jadi paham kalo pemilik warung bakso ga salah. dan akhirnya semua permasalahan yang terjadi pada kedua belah pihak sudah terselesaikan. coba ta kalian lihaten beritane seng terbaru aku juga baca berita kalo bakso kondusif pak yanto bukan bangkrut rek,tapi sedang memperbarui staff. aku juga kangen sama baksonya, soale enak polll",502,74,501-1000,103.6
Monica Ananta,"bakso nya enak, pilihannya lumyan bnyak. cumn tmpat untuk dine in kurang besar.",79,13,51-100,18.2
Mastuki,"baksonya enak banget, tp pegawai barunya ga ramah sm sekali. mau buka panci bakso nya yg ada 4 itu katanya kosong gaada isinya pdhl sblmnya liat masih banyak, mau pesen es teh katanya habis tp ada orang lain pesen dilayanin wkwkwk",230,41,201-300,57.4
Maulindawaty Husain,"bakso urat jumbo nya enaakk berasa dagingnya, padatnya pas gak kebanyakan tepung, pilihan bakso nya banyak, sayangnya kmarin kuahnya kurang panas, tapi untungnya kuahnya gurih enak",180,26,101-200,36.4
kak made,"gila nih bakso enak banget! kaldunya nendang, apalagi kuah pedasnya super meler-meler mantap! bakso uratnya full otot. kuliner wajib mampir kalau ke kota banyuwangi. 10 stars ini sih!",183,28,101-200,39.199999999999996
Zainul Fatah,"tempat ada 2 yg berac ada yg tdk, parkir khusus motor ada, utk mbl pinggir jln, bakso byk variasix, enak, pelayanan baik",120,22,101-200,30.799999999999997
Lia Ruli,"mkanane enak bgtt,aku udah jauh2 dari sidoarjo mau makan ke bakso pak yanto eh tutup,aku lihat di banner depan warungnya katae bukanya tgl 10 hmzzz terus akhire balik ke hotel,asik2 scroll ig muncul berita ttg bakso kondusif,agak kaget seh soale warunge tutup krena staff e mogok kerja,tapi setelah di pahami lg beritane trs nyari2 berita laine muncul klarifikasi dan aku percaya seh kalo pemilik warunge gk salah kuasa hukum e dari pk yanto juga udah buat statement yang menurutku masuk akal jg",495,82,301-500,114.8
Rohima Auliaa,pegawai tidak ramah,19,3,0-50,4.199999999999999
Andri Saputra,"kuah nya kurang panas, terus ada pegawai nya yg tidur di deket tempat cuci piring, ya mungkin ga ganggu kenyamanan tapi kurang pantas dilihat pelanggan",151,25,101-200,35.0
R Oktiariza,"langganan, kuah pedesnya khas, kalo kesini pas jam makan harus sabar ngantri yaa",80,13,51-100,18.2
zukri zukri,"banyak pilihan bakso pentol sesuai selera, lokasi strategis pas pertigaan ujung dari smpn 1 banyuwangi, saran jangan pas malam minggu atau weekend kalau mau berkunjung, karena ramai banget",188,28,101-200,39.199999999999996
Lia,"bakso prasmanan yg enak,dan cenderung asin, tekstur bakso merconnya agak keras, varian baksonya beragam",103,14,101-200,19.599999999999998
Arin Hidayati,pelayanan mbak mbaknyanya gak ramah sama sekali kuah panas kenak tangan gak minta maaf mukanya gak ada senyum senyumnya ke pelanggan baksonya sih enak tapi kok bisa memperkerjakan pelayan kayak gitu,198,31,101-200,43.4
Dora The Kulinerer,"bakso lejend nih di kota banyuwangi disini sistemnya prasmanan, semua ambil sendiri, isian sayur, mie, gubis, bawang brambang ambil sendiri free, kuah ada 2 opsi, original dan pedes, isian",188,29,101-200,40.599999999999994
aliefia zahra,"menu bakso nya banyak pilihan, tempat nya nyaman",48,8,0-50,11.2
Sofyan Hadi,"rasa bakso di kondusif pak yanto enak lah juga tersedia varian kuah lho ada kuah biasa, kuah pedas, kuah rawon, itu yang aku tau, mungkin juga ada varian kuah yang tidak aku ketahui. bakso nya juga ada yang kasar dan halus, juga tersedia bakso kecil. disini juga menyediakan tempat makan ber ac, tempatnya nyaman dan bersih. juga tersedia toilet umum dan tempat shalat. sayang tempat parkirnya masih kurang memadai. harga relatif standart di badingkan dengan harga bakso yang lain di sekitar banyuwangi. selamat mencoba",519,84,501-1000,117.6
aziz hudaya,"baksonya enak, kalo gak salah sambalnya pakai sambal mrica, bikin panas di perut. sambal mrica ini banyak disukai konsumen, bisa utk menghangatkan badan. bakso enak bisa milih berbagai jenis pentol. juga tersedia kuah pedas bagi yg suka pedas. bisa memilih berbagai toping utk baksonya dan juga tersedia lontong",311,48,301-500,67.19999999999999
Fendi Rianto,"warung bakso yang viral, cerita di berita si bos awalnya ngasih uang makanjajan buat karyawan2, karena usaha sepi uang makan ditidiakan sama bos disuruh makan di resto aja. katanya karyawannya bilang makanananya gak layak lah berarti makanan restorannya ga layak dong? akhirnya para karyawan inisiatif ngambil uang buat uang makan mereka menurut bos inisiatif ini ya pencurian jadi bos memaksa minta para karyawan menitipkan harta mereka sebagai jaminan motor, emas, dll. kalau udah begini bingung yang salah yang mana.",519,79,501-1000,110.6
Fathul Mujab,mantap banyak pilihan baksonya,30,4,0-50,5.6
Rini Eko,"sumpeehh rasa nya nendang tmpt jg nyaman, woouuwwww pkok nya",60,10,51-100,14.0
Rah Mat,puas banget harganya bersahabat,31,4,0-50,5.6
Amelia Devira,"bakso paling enak dan lengkap. ada kuah pedas, kuah biasa, rawon. favorite ku yg kuah pedas pelayanan fast response. hanya lahan parkiran kurang memadai, jadi kalau rame kadang bikin macet jalan karna posisinya dipojokan jalan",226,35,201-300,49.0
ghea masitha,selalu ramai ada ruangan berac dan ada yg lesehan juga,54,10,51-100,14.0
alwi sodiq,"enak, nyaman dan harga terjangkau",33,5,0-50,7.0
Gumiwang Gde,"baksonya enakk, bisa pilih sendiri makanannya bisa milih kuah pedas atau biasa. pelayannya juga ramah top",105,16,101-200,22.4
Alfia Firdaus,"banyak varian dari baksonya yang bikin penasaran dan pingin ngambil terus, rasanya pun enak.",92,14,51-100,19.599999999999998
Lani Cristalia,rasanya beda jauh bgt sama yg dulu apalagi kuah pedesnya hmm,60,11,51-100,15.399999999999999
Anom Ammru,"mohon untuk ruang yang di dalam mending pakai kipas besar saja, kalau pakai ac pun percuma, ganti saja dengan kipas besar biar gak panas dan pengap.",148,26,101-200,36.4
Melissa Arinie,"baksonya ajib bgt apalagi pentol uratnya sayang kuahnya kurang panas varian bakso sangat banyak. lebih kaget lagi setelah sampai kasir, ternyata murahhhh bgttt terbaik",167,24,101-200,33.599999999999994
Yudi Efendi SMK PGRI 3 malang,"bakso. enak, banyak farian jadi bisa langganan",46,7,0-50,9.799999999999999
Desiana Dwi Purnamasari,harus hati2 dan sering check apa yg diambil soalnya suka dilebihin terus juga pembayarannya udah aku hitung sampai kasir harganya dilebihin. kalo masuk ppn juga gak mungkin karena nominalnya tidak pas. sooo semoga kedepannya bisa hati2 lagi 3x kesitu suka dilebihin soalnya.,274,42,201-300,58.8
lisa cinta,"wowowow nih pasti tau ga sih bakso pak yanto yoya,nguliner sama keluarga maupun temen emang enak banget,cuman aja kalau udah masuk harus pinter buat milih tempat ya guys,karna disana selalu rame",194,31,101-200,43.4
Ruang Meeting,"salah satu bakso paling enak di banyuwangi. lokasi tengah kota agak ke dalam. tempat luas. duduk bisa lesehan juga oke, tapi terbatas karena hanya dua lesehan empuk btw lesehannya ada karpetnya. menunya bakso biasa ada dan yang nyleneh bakso rawon dan bakso kuah pindang. kuah pindangnya asli ajib, seger, asem pedes. cabenya gede2 seakan meronta2. top bgt. yang rawon sih kurang mantep. harga murah lah 2 porsi 3 esteh 3 krupuk rambak plus nambah tahu bakso 4 gede 50 ribu aja",477,81,301-500,113.39999999999999
Aidi Kamil Marzuki,"satu hari 02042022 sebelum puasa saya ke tempat ini bersama dua orang teman. pembelinya membludak sampai kehabisan tempat. bagi saya rasanya biasa saja, seperti rasa bakso kebanyakan.",183,27,101-200,37.8
아름다운Ifana,"enak banget kuah pedesnya bikin balik lagi, bakso teeerrrrrrrrrr favorite seduniaaaa. enak buanget pokonyaaa, sering bawa pulang buat keluarga, ngajak temen kesini pertama kali, katanya enak banget, jadi aku rekomendasiin ke teman ku lainnya yg sama² suka baksoooo pengen buka cabangnya huhuhu",293,42,201-300,58.8
Saimoon,"bakso banyak varian,varian favorit bakso kuah pedas bikin nagih",63,9,51-100,12.6
indra pramu,ini toh warung bakso yang lagi viral karena usahanya rugi sampai nahan barang karyawannya padahal rame terus ruginya dimana coba?? bos kalo punya usaha jgn dipakai uangnya untuk hal yg gk menguntungkan mending tutup aja bos usahanya,232,37,201-300,51.8
Rino Arlan Lukitawardana,"salah satu bakso enak di banyuwangi. kalo dine in sistemnya prasmanan nanti kita tunjukkan ke kasir untuk dicatat n bayar. tempat dine in dan take away bungkus dibedakan, sehingga pas yang dine in rame bisa langsung milih opsi bungkus wkwkw pelayanannya cepat dan ramah meskipun pas mendekati jam makan siang rame bangeet",321,52,301-500,72.8
Lukas Hartanto,"enak baksonya, mie dan sayur gratis",35,6,0-50,8.399999999999999
Agistia Fadriyah,enak banget!!! mana murah lagi harganya!!,41,6,0-50,8.399999999999999
Aufa Setya,kalau bakso yg ini sudah pasti enak. banyak penggemar. tp jangan beli bakso diatas jam 5 sore. hampir dipastikan bakso tidak lengkap karena sudah hampir habis. disarankan beli bakso sebelum jam 3 sore. pilihan bakso masih lengkap.,230,37,201-300,51.8
yunirma_licin,"pilihan variasi lumayan banyak, dan bukan bakso biasa, cuman karna harga dan varian baksonya lengkap jadi banyak peminat akhirnyaa tempat yg tersedia tidak mencukupi biasanya pas jam makan siang",194,29,101-200,40.599999999999994
Krusita,"langganan disini. kalo kesini pasti pesen menu pentol pedes pake kuah pedes, suami pentol besar kuah pedes. skrg sistem nya ambil² sendiri, jadi enak bisa ambil apa yang kita inginkan ga perlu riweh lagi syuka banget sama baso nya enaaaakk bangeeeetttt",252,41,201-300,57.4
Cai Cai,"baksonya biasa aja, harga rather expensive sih dg porsi segitu, makin ngga enak lagi ngeliat mas2 pelayan nya yg ngga ada senyum dan kurang ramah. kecut gitu tapi tempat bersih dan nyaman.",188,32,101-200,44.8
Putri Ume,"baksonya enak, pilihannya beragam tapi untuk parkirnya tolong ya, kan disana tertera parkir gratis, tapi kok kang parkirnya ngedumel cuma dapat terima kasih? kalo emg seharusnya parkirnya bayar, ya jangan ditulis gratis",219,32,201-300,44.8
Mohammad Sofyan Abdullah,mantaaap bakso nya ini daging dan kuah terasa passss,52,9,51-100,12.6
Irnisa Yunus,"bakso paling mengena di lidahku, harga lumayan murah rasa jg enak koq. sayang pas kesini tetelannya habis mungkin next time kudu dapet niy biar bs review lbh lengkap lg",168,29,101-200,40.599999999999994
Nur Rizkiah,kurang memuaskan harga tdk sesuai yg tertera total tdk sesuai dgn harga baksonya,80,13,51-100,18.2
Arifatu Sofiyah,"varian menu bakso yang mengundang selera, harga bersahabat sesuai dengan porsi bakso yang disajikan, pelayanan prima kepada pembeli, sayang area parkir yang kurang lapang",170,24,101-200,33.599999999999994
